,File_Name,penguin_ID,Video_ID,Date,Time,Frame_No,Label
2968,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_46_2968.png,GI-LP0238,MOVI0006,2016-10-20,07:51:46,2968,nonprey
2969,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_46_2969.png,GI-LP0238,MOVI0006,2016-10-20,07:51:46,2969,nonprey
2970,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2970.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2970,nonprey
2971,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2971.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2971,nonprey
2972,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2972.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2972,nonprey
2973,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2973.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2973,nonprey
2974,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2974.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2974,nonprey
2975,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2975.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2975,nonprey
2976,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2976.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2976,nonprey
2977,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2977.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2977,nonprey
2978,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2978.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2978,nonprey
2979,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2979.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2979,nonprey
2980,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2980.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2980,nonprey
2981,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2981.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2981,nonprey
2982,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2982.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2982,nonprey
2983,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2983.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2983,nonprey
2984,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2984.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2984,nonprey
2985,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2985.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2985,nonprey
2986,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2986.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2986,nonprey
2987,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2987.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2987,nonprey
2988,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2988.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2988,nonprey
2989,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2989.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2989,nonprey
2990,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2990.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2990,nonprey
2991,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2991.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2991,nonprey
2992,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2992.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2992,nonprey
2993,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2993.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2993,nonprey
2994,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2994.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2994,nonprey
2995,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2995.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2995,nonprey
2996,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2996.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2996,nonprey
2997,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2997.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2997,nonprey
2998,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2998.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2998,nonprey
2999,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_47_2999.png,GI-LP0238,MOVI0006,2016-10-20,07:51:47,2999,nonprey
3000,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3000.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3000,nonprey
3001,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3001.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3001,nonprey
3002,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3002.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3002,nonprey
3003,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3003.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3003,nonprey
3004,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3004.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3004,nonprey
3005,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3005.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3005,nonprey
3006,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3006.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3006,nonprey
3007,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3007.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3007,nonprey
3008,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3008.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3008,nonprey
3009,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3009.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3009,nonprey
3010,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3010.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3010,nonprey
3011,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3011.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3011,nonprey
3012,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3012.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3012,nonprey
3013,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3013.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3013,nonprey
3014,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3014.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3014,nonprey
3015,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3015.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3015,nonprey
3016,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3016.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3016,nonprey
3017,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3017.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3017,nonprey
3018,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3018.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3018,nonprey
3019,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3019.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3019,nonprey
3020,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3020.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3020,nonprey
3021,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3021.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3021,nonprey
3022,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3022.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3022,nonprey
3023,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3023.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3023,nonprey
3024,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3024.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3024,nonprey
3025,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3025.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3025,nonprey
3026,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3026.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3026,nonprey
3027,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3027.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3027,nonprey
3028,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3028.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3028,nonprey
3029,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_48_3029.png,GI-LP0238,MOVI0006,2016-10-20,07:51:48,3029,nonprey
3030,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3030.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3030,nonprey
3031,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3031.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3031,nonprey
3032,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3032.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3032,nonprey
3033,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3033.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3033,nonprey
3034,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3034.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3034,nonprey
3035,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3035.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3035,nonprey
3036,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3036.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3036,nonprey
3037,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3037.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3037,nonprey
3038,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3038.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3038,nonprey
3039,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3039.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3039,nonprey
3040,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3040.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3040,nonprey
3041,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3041.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3041,nonprey
3042,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3042.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3042,nonprey
3043,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3043.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3043,nonprey
3044,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3044.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3044,nonprey
3045,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3045.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3045,nonprey
3046,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3046.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3046,nonprey
3047,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3047.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3047,nonprey
3048,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3048.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3048,nonprey
3049,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3049.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3049,nonprey
3050,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3050.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3050,nonprey
3051,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3051.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3051,nonprey
3052,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3052.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3052,nonprey
3053,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3053.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3053,nonprey
3054,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3054.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3054,nonprey
3055,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3055.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3055,nonprey
3056,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3056.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3056,nonprey
3057,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3057.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3057,nonprey
3058,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3058.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3058,nonprey
3059,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_49_3059.png,GI-LP0238,MOVI0006,2016-10-20,07:51:49,3059,nonprey
3060,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3060.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3060,nonprey
3061,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3061.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3061,nonprey
3062,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3062.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3062,nonprey
3063,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3063.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3063,nonprey
3064,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3064.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3064,nonprey
3065,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3065.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3065,nonprey
3066,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3066.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3066,nonprey
3067,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3067.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3067,nonprey
3068,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3068.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3068,nonprey
3069,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3069.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3069,nonprey
3070,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3070.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3070,nonprey
3071,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3071.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3071,nonprey
3072,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3072.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3072,nonprey
3073,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3073.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3073,nonprey
3074,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3074.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3074,nonprey
3075,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3075.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3075,nonprey
3076,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3076.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3076,nonprey
3077,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3077.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3077,nonprey
3078,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3078.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3078,nonprey
3079,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3079.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3079,nonprey
3080,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3080.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3080,nonprey
3081,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3081.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3081,nonprey
3082,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3082.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3082,nonprey
3083,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3083.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3083,nonprey
3084,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3084.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3084,nonprey
3085,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3085.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3085,nonprey
3086,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3086.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3086,nonprey
3087,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3087.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3087,nonprey
3088,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3088.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3088,nonprey
3089,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_50_3089.png,GI-LP0238,MOVI0006,2016-10-20,07:51:50,3089,nonprey
3090,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3090.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3090,nonprey
3091,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3091.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3091,nonprey
3092,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3092.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3092,nonprey
3093,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3093.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3093,nonprey
3094,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3094.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3094,nonprey
3095,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3095.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3095,nonprey
3096,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3096.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3096,nonprey
3097,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3097.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3097,nonprey
3098,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3098.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3098,nonprey
3099,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3099.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3099,nonprey
3100,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3100.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3100,nonprey
3101,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3101.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3101,nonprey
3102,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3102.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3102,nonprey
3103,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3103.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3103,nonprey
3104,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3104.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3104,nonprey
3105,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3105.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3105,nonprey
3106,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3106.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3106,nonprey
3107,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3107.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3107,nonprey
3108,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3108.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3108,nonprey
3109,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3109.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3109,nonprey
3110,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3110.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3110,nonprey
3111,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3111.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3111,nonprey
3112,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3112.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3112,nonprey
3113,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3113.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3113,nonprey
3114,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3114.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3114,nonprey
3115,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3115.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3115,nonprey
3116,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3116.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3116,nonprey
3117,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3117.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3117,nonprey
3118,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3118.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3118,nonprey
3119,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_51_3119.png,GI-LP0238,MOVI0006,2016-10-20,07:51:51,3119,nonprey
3120,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3120.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3120,nonprey
3121,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3121.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3121,nonprey
3122,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3122.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3122,nonprey
3123,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3123.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3123,nonprey
3124,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3124.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3124,nonprey
3125,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3125.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3125,nonprey
3126,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3126.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3126,nonprey
3127,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3127.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3127,nonprey
3128,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3128.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3128,nonprey
3129,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3129.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3129,nonprey
3130,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3130.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3130,nonprey
3131,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3131.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3131,nonprey
3132,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3132.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3132,nonprey
3133,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3133.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3133,nonprey
3134,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3134.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3134,nonprey
3135,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3135.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3135,nonprey
3136,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3136.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3136,nonprey
3137,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3137.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3137,nonprey
3138,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3138.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3138,nonprey
3139,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3139.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3139,nonprey
3140,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3140.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3140,nonprey
3141,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3141.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3141,nonprey
3142,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3142.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3142,nonprey
3143,GI-LP0238_7_MOVI0006.avi_image_2016-10-20_07_51_52_3143.png,GI-LP0238,MOVI0006,2016-10-20,07:51:52,3143,nonprey
